Question Number,Question Status,Question Type,Mandate,Subject,Unit,Panel,Food Sector Area,Deadline,Deadline Type,Acceptance Date,Adoption Date,Clock stop date,Clock start date,Difference (EFSA working days)
EFSA-Q-2014-00316,Finished,Art 31 – Scientific and technical assistance,M-2009-0033,Acetamiprid - Application to modify the existing MRLs in bananas.,Pesticides,-,Pesticides MRL Application (Reg. 396/2005 - Art. 10),05/08/2014,Legal Deadline,16/05/2014,05/09/2014,-,-,-
EFSA-Q-2014-00315,Finished,Art 31 – Scientific and technical assistance,M-2013-0119,Multi-country outbreak of Salmonella Stanley infections - Third update,Biological hazards and contaminants,-,Data collection and analysis,31/05/2014,Negotiated Deadline,16/04/2014,12/05/2014,-,-,-
EFSA-Q-2014-00314,Finished,Application,M-2014-0127,Request for safety re-evaluation of perfluoromethyl perfluorvinylether for use as monomer in plastics,Food Ingredients and Packaging,CEF,Food contact materials,12/07/2015,Legal Deadline,17/06/2014,23/06/2015,28/08/2014,23/03/2015,139
EFSA-Q-2014-00313,Finished,Application,M-2014-0129,Mandate for scientific and technical assistance (EFSA Conclusions) to organise and perform a peer review of ethametsulfuron-methyl as regards new data on the possible genotoxicity of the metabolite IN-R7558,Pesticides,-,Pesticides,30/09/2014,Negotiated Deadline,29/04/2014,10/07/2014,-,-,-
EFSA-Q-2014-00312,Finished,Procurement,M-2013-0259,Further development and update of EFSA’s Chemical Hazards Database (2014/2015),Scientific Committee & Emerging Risks,-,Data collection and analysis,23/06/2015,Negotiated Deadline,24/04/2014,26/05/2015,-,-,-
EFSA-Q-2014-00311,Finished,Art 31 – Scientific and technical assistance,M-2011-0063,Request for scientific assistance on comments received pursuant to Article 16(6)of Regulation (EC) N°1924/2006 - Comments related to application 0393_UK (EFSA-Q-2013-00399),Nutrition,-,Health claims other,29/08/2014,Negotiated Deadline,29/04/2014,10/06/2014,-,-,-
EFSA-Q-2014-00310,Finished,Art 31 – Scientific and technical assistance,M-2011-0063,Request for scientific assistance on comments received pursuant to Article 16(6)of Regulation (EC) N°1924/2006 - Comments related to application 0389_FR (EFSA-Q-2013-00595),Nutrition,-,Health claims other,29/08/2014,Negotiated Deadline,29/04/2014,20/05/2014,-,-,-
EFSA-Q-2014-00309,Finished,Art 31 – Scientific and technical assistance,M-2011-0063,Request for scientific assistance on comments received pursuant to Article 16(6)of Regulation (EC) N°1924/2006 - Comments related to application 0396_IT (EFSA-Q-2013-00757),Nutrition,-,Health claims other,29/08/2014,Negotiated Deadline,29/04/2014,19/05/2014,-,-,-
EFSA-Q-2014-00308,Finished,Application,M-2014-0128,"Request for safety evaluation of zinc oxide, nano particles for use as an additive in plastics",Food Ingredients and Packaging,CEF,Food contact materials,16/04/2015,Legal Deadline,17/06/2014,18/03/2015,16/10/2014,13/02/2015,78
EFSA-Q-2014-00307,In progress,Application,M-2014-0124,Request for EFSA to perform a scientific risk assessment on a food enzyme: Glucoamylase from a genetically modified strain of A. niger (NZYM-BF),Food Ingredients and Packaging,CEF,Enzymes,30/12/2015,Negotiated Deadline,20/06/2014,-,19/02/2015,26/03/2015,25
EFSA-Q-2014-00307,In progress,Application,M-2014-0124,Request for EFSA to perform a scientific risk assessment on a food enzyme: Glucoamylase from a genetically modified strain of A. niger (NZYM-BF),Food Ingredients and Packaging,CEF,Enzymes,30/12/2015,Negotiated Deadline,20/06/2014,-,28/05/2015,03/07/2015,25
EFSA-Q-2014-00306,In progress,Application,M-2014-0124,Request for EFSA to perform a scientific risk assessment on a food enzyme: Alpha amylase from a genetically modified strain of A. niger (NZYM-MC),Food Ingredients and Packaging,CEF,Enzymes,22/11/2015,Negotiated Deadline,20/06/2014,-,19/02/2015,24/03/2015,23
EFSA-Q-2014-00305,In progress,Application,M-2014-0124,"Request for EFSA to perform a scientific risk assessment on a food enzyme: Endo-1,4-beta-xylanase from a genetically modified strain of A. niger (XYL)",Food Ingredients and Packaging,CEF,Enzymes,13/04/2016,Negotiated Deadline,24/11/2014,-,28/05/2015,17/06/2015,13
EFSA-Q-2014-00304,Finished,Application,M-2010-0085,"Overall opinion on application for authorisation of GM cotton LLCotton25 x GHB614 for food and feed uses, import and processing submitted under Regulation (EC) No 1829/2003 by Bayer CropScience (EFSA-GMO-NL-2010-77)",GMO,-,GMOs applications under Reg. 1829/2003,15/04/2014,Legal Deadline,26/01/2011,15/05/2014,-,-,-
EFSA-Q-2014-00303,Finished,Application,M-2014-0126,Request for an EFSA conclusion on confirmatory data concerning the risk assessment of haloxyfop-P.,Pesticides,-,Pesticides peer review - confirmatory data,30/11/2014,Legal Deadline,28/04/2014,28/11/2014,-,-,-
EFSA-Q-2014-00302,Finished,Application,M-2014-0125,Request for an EFSA conclusion on confirmatory data concerning the risk assessment of pyriproxyfen.,Pesticides,-,Pesticides peer review - confirmatory data,15/08/2014,Legal Deadline,28/04/2014,13/08/2014,-,-,-
EFSA-Q-2014-00301,Finished,Art 29 – Scientific opinion,M-2014-0119,Request for a scientific opinion on revision of an exposure assessment on lycopene as novel food ingredient,Nutrition,NDA,Novel Foods,31/12/2014,Negotiated Deadline,01/07/2014,09/12/2014,-,-,-
EFSA-Q-2014-00300,Additional data request,Application,M-2014-0123,Request for the evaluation of a new additive: titanium dioxide treated with fluoride modified aluminia,Food Ingredients and Packaging,CEF,Food contact materials,-,Clock stopped,22/05/2015,-,16/07/2015,-,-
EFSA-Q-2014-00299,Finished,Application,M-2014-0122,"L-valine (minimum: 98% L-valine, production strain VA-05(NITE BP-01755) (L-Valine feed grade)for all animal species",FEED,FEEDAP,Feed additives - applications under 1831/2003,09/06/2015,Legal Deadline,12/06/2014,29/04/2015,04/07/2014,15/10/2014,72
EFSA-Q-2014-00299,Finished,Application,M-2014-0122,"L-valine (minimum: 98% L-valine, production strain VA-05(NITE BP-01755) (L-Valine feed grade)for all animal species",FEED,FEEDAP,Feed additives - applications under 1831/2003,09/06/2015,Legal Deadline,12/06/2014,29/04/2015,21/01/2015,07/04/2015,51
EFSA-Q-2014-00298,Finished,Application,M-2014-0111,"Lenziaren (iron, aqua carbonate hydroxy oxo starch sucrose complex) for cats",FEED,FEEDAP,Feed additives - applications linked to 1831/2003,31/07/2014,Negotiated Deadline,05/05/2014,01/07/2014,-,-,-
EFSA-Q-2014-00297,Finished,Application,M-2014-0110,"Hostazym® C (endo-1,4-beta glucanase) for chickens for fattening, all other birds and piglets (weaned)",FEED,FEEDAP,Feed additives - applications linked to 1831/2003,31/03/2015,Negotiated Deadline,05/05/2014,10/03/2015,24/06/2014,05/01/2015,130
EFSA-Q-2014-00296,In progress,Application,M-2014-0121,"L-Arginine produced by Corynebacterium glutamicum KCTC
10423BP for all animal species",FEED,FEEDAP,Feed additives - applications under 1831/2003,21/10/2015,Legal Deadline,02/10/2014,-,18/11/2014,20/04/2015,98
EFSA-Q-2014-00296,In progress,Application,M-2014-0121,"L-Arginine produced by Corynebacterium glutamicum KCTC
10423BP for all animal species",FEED,FEEDAP,Feed additives - applications under 1831/2003,21/10/2015,Legal Deadline,02/10/2014,-,05/05/2015,23/06/2015,31
EFSA-Q-2014-00295,Finished,Application,M-2014-0120,Request for a scientific opinion on pasteurised milk products fermented with Bacteroides xylanisolvens as a novel food,Nutrition,NDA,Novel Foods,12/12/2014,Negotiated Deadline,30/04/2014,10/12/2014,29/09/2014,10/10/2014,9
EFSA-Q-2014-00295,Finished,Application,M-2014-0120,Request for a scientific opinion on pasteurised milk products fermented with Bacteroides xylanisolvens as a novel food,Nutrition,NDA,Novel Foods,12/12/2014,Negotiated Deadline,30/04/2014,10/12/2014,17/11/2014,02/12/2014,11
EFSA-Q-2014-00294,In progress,Application,M-2014-0118,Commission request for a scientific opinion on heme iron (blood peptonates) added for nutritional purposes to foodstuffs,Food Ingredients and Packaging,ANS,Nutrient sources,30/03/2016,Negotiated Deadline,23/05/2014,-,09/10/2014,27/08/2015,214
EFSA-Q-2014-00293,Additional data request,Application,M-2014-0117,"Request for EFSA to perform a scientific risk assessment on a food enzyme: endo 1,4-beta xylanase from a genetically modified strain of B. subtilis (strain XAS)",Food Ingredients and Packaging,CEF,Enzymes,-,Clock stopped,29/10/2014,-,10/03/2015,-,-
EFSA-Q-2014-00292,In progress,Application,M-2014-0117,Request for EFSA to perform a scientific risk assessment on a food enzymes: serine protease (Chymotrypsine) from a genetically modified strain of B. licheniformis (strain NZYM-RH),Food Ingredients and Packaging,CEF,Enzymes,18/10/2015,Negotiated Deadline,28/05/2014,-,21/01/2015,13/04/2015,55
EFSA-Q-2014-00291,In progress,Application,M-2014-0116,"Natugrain® TS, Natugrain® TS L (endo-1,4-ß-xylanase, endo-1,4-ß-glucanase) for chickens for fattening",FEED,FEEDAP,Feed additives - applications under 1831/2003,03/11/2015,Legal Deadline,05/06/2014,-,14/07/2014,12/06/2015,222
EFSA-Q-2014-00290,Finished,Application,M-2014-0115,Avi-Deccox® 60G (Decoquinate) for chickens for fattening,FEED,FEEDAP,Feed additives - applications under 1831/2003,28/11/2014,Legal Deadline,28/05/2014,30/10/2014,-,-,-
EFSA-Q-2014-00289,Additional data request,Application,M-2014-0114,"RONOZYME® HiPhos (GT),(L),(M),(6-phytase) for sows for reproduction,sows, in order to have benefit in
piglets, fish salmonids, sea bream, tilapia , shrimps",FEED,FEEDAP,Feed additives - applications under 1831/2003,-,Clock stopped,01/08/2014,-,29/09/2014,31/03/2015,123
EFSA-Q-2014-00289,Additional data request,Application,M-2014-0114,"RONOZYME® HiPhos (GT),(L),(M),(6-phytase) for sows for reproduction,sows, in order to have benefit in
piglets, fish salmonids, sea bream, tilapia , shrimps",FEED,FEEDAP,Feed additives - applications under 1831/2003,-,Clock stopped,01/08/2014,-,09/06/2015,-,-
EFSA-Q-2014-00288,Finished,Application,M-2014-0113,Bacillus Subtilis PB6 (Bacillus subtilis ATCC PTA-6737) for laying hens and other minor laying poultry birds,FEED,FEEDAP,Feed additives - applications under 1831/2003,04/12/2014,Legal Deadline,04/06/2014,11/12/2014,-,-,-
EFSA-Q-2014-00287,Finished,Art 29 – Scientific opinion,M-2014-0109,Tomato yellow leaf curl virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00286,Finished,Art 29 – Scientific opinion,M-2014-0109,Strawberry vein banding virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00285,Finished,Art 29 – Scientific opinion,M-2014-0109,Strawberry latent C virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00284,Finished,Art 29 – Scientific opinion,M-2014-0109,Prunus necrotic ringspot virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00283,Finished,Art 29 – Scientific opinion,M-2014-0109,Citrus tristeza virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00282,Finished,Art 29 – Scientific opinion,M-2014-0109,Cherry leafroll virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00281,Finished,Art 29 – Scientific opinion,M-2014-0109,Beet leaf curl virus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00280,Finished,Art 29 – Scientific opinion,M-2014-0109,Radopholus similis pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00279,Finished,Art 29 – Scientific opinion,M-2014-0109,Radopholus citrophilus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00278,Finished,Art 29 – Scientific opinion,M-2014-0109,Ditylenchus destructor pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,09/09/2014,-,-,-
EFSA-Q-2014-00277,Finished,Art 29 – Scientific opinion,M-2014-0109,Eotetranychus lewisi pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00276,Finished,Art 29 – Scientific opinion,M-2014-0109,Aculops fuchsiae pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00275,Finished,Art 29 – Scientific opinion,M-2014-0109,Spodoptera littoralis pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,30/12/2014,-,-,-
EFSA-Q-2014-00274,Finished,Art 29 – Scientific opinion,M-2014-0109,Scirtothrips dorsalis pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,17/11/2014,-,-,-
EFSA-Q-2014-00273,Finished,Art 29 – Scientific opinion,M-2014-0109,Rhagoletis ribicola pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,17/11/2014,-,-,-
EFSA-Q-2014-00272,Finished,Art 29 – Scientific opinion,M-2014-0109,Rhagoletis cingulata pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00271,Finished,Art 29 – Scientific opinion,M-2014-0109,Paysandisia archon pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00270,Finished,Art 29 – Scientific opinion,M-2014-0109,Helicoverpa armigera pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,09/09/2014,-,-,-
EFSA-Q-2014-00269,Finished,Art 29 – Scientific opinion,M-2014-0109,Circulifer tenellus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,30/12/2014,-,-,-
EFSA-Q-2014-00268,Finished,Art 29 – Scientific opinion,M-2014-0109,Circulifer haematoceps pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,30/12/2014,-,-,-
EFSA-Q-2014-00267,Finished,Art 29 – Scientific opinion,M-2014-0109,Aonidiella citrina pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00266,Finished,Art 29 – Scientific opinion,M-2014-0109,Verticillium dahliae pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00265,Finished,Art 29 – Scientific opinion,M-2014-0109,Verticillium albo-atrum pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00264,Finished,Art 29 – Scientific opinion,M-2014-0109,Phoma tracheiphila pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00263,Finished,Art 29 – Scientific opinion,M-2014-0109,Diaporthe vaccinii pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,03/07/2014,-,-,-
EFSA-Q-2014-00262,Finished,Art 29 – Scientific opinion,M-2014-0109,Cryphonectria parasitica pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00261,Finished,Art 29 – Scientific opinion,M-2014-0109,Ceratocystis fimbriata f. sp. platani pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00260,Finished,Art 29 – Scientific opinion,M-2014-0109,Atropellis spp. pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00259,Finished,Art 29 – Scientific opinion,M-2014-0109,Xylophilus ampelinus pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00258,Finished,Art 29 – Scientific opinion,M-2014-0109,Xanthomonas campestris pv. pruni pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00257,Finished,Art 29 – Scientific opinion,M-2014-0109,Xanthomonas campestris pv. phaseoli pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00256,Finished,Art 29 – Scientific opinion,M-2014-0109,Spiroplasma citri pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00255,Finished,Art 29 – Scientific opinion,M-2014-0109,Pseudomonas syringae pv. persicae pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,-,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00254,Finished,Art 29 – Scientific opinion,M-2014-0109,Potato stolbur mycoplasma pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
EFSA-Q-2014-00253,Finished,Art 29 – Scientific opinion,M-2014-0109,Grapevine flavescence dorée pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,25/09/2014,-,-,-
EFSA-Q-2014-00252,Finished,Art 29 – Scientific opinion,M-2014-0109,Erwinia amylovora pest categorisation,Animal and plant health,PLH,Plant Health,31/12/2014,Negotiated Deadline,16/04/2014,27/11/2014,-,-,-
